T	Y	obj
50.79166667	6.9276327	CT
47.75	7.1086625	CT
41.20833333	7.2190148	CT
46.04166667	7.2221778	CT
38.79166667	7.5599984	CT
45.83333333	7.244925	CT
44.625	7.2392112	CT
41.83333333	7.3433549	CT
36.58333333	7.4126806	CT
47.41666667	7.1866615	CT
42.45833333	7.3005491	CT
44.04166667	7.3436207	CT
57.08333333	7.0596816	CT
61.54166667	7.1861656	CT
42.20833333	7.5537186	CT
48.625	7.4154638	CT
54	7.0212827	CT
43.91666667	7.1349594	CT
38.29166667	7.5705511	CT
36.79166667	7.7101396	CT
40.625	7.7403177	CT
31.58333333	8.0481643	CT
25.83333333	8.6761035	CT
35.08333333	8.1766421	CT
35.125	7.826472	CT
35.41666667	8.0303176	CT
32.83333333	8.2780603	CT
15.95833333	8.3569912	CT
19.29166667	8.522467	CT
40.54166667	7.8697624	CT
38.20833333	7.9496099	CT
36.625	8.1946076	CT
36.875	8.0807968	CT
32.25	8.2419662	CT
45.875	7.4593033	CT
32.66666667	7.9966813	CT
25.75	8.5211476	CT
29.66666667	8.4715089	CT
29.79166667	8.2662415	CT
25.83333333	8.6666654	CT
23.75	8.7508606	CT
29.66666667	8.5107661	CT
23.54166667	8.8812251	CT
34.33333333	8.2765164	CT
37.125	8.1778549	CT
25.625	8.6580115	CT
27.5	8.6915817	CT
33.95833333	8.374431	CT
51.875	7.7201537	CT
32.54166667	7.9123932	CT
32.83333333	7.3775361	CT
29.5	8.2825382	CT
33.125	8.0359374	CT
40.5	7.8074804	CT
34.5	7.8309696	CT
6.791666667	2.5624627	RI
12.91666667	2.6653589	RI
20.54166667	2.564523	RI
26	2.4581917	RI
14.29166667	2.5930287	RI
28.83333333	2.5012764	RI
34.66666667	2.3294957	RI
29.45833333	2.3318907	RI
41.20833333	2.2112443	RI
53	2.0952767	RI
18.41666667	2.5430545	RI
28.95833333	2.3946204	RI
34.04166667	2.3321835	RI
27.45833333	2.3208895	RI
28.25	2.3111478	RI
37.45833333	2.2093253	RI
45.83333333	2.1757636	RI
36.08333333	2.1767607	RI
25.66666667	2.3361854	RI
26.5	2.3219434	RI
37.08333333	2.2036039	RI
27.08333333	2.3644319	RI
23.79166667	2.3558612	RI
37.33333333	2.2241993	RI
27.33333333	2.308069	RI
37.125	2.1542089	RI
27.95833333	2.331864	RI
31.125	2.3523551	RI
29.66666667	2.2668389	RI
27.125	2.2909561	RI
45.375	2.1069485	RI
29.70833333	2.229274	RI
38.25	2.1691832	RI
44.41666667	2.1168362	RI
47.375	2.0553998	RI
39.33333333	2.0790694	RI
54.91666667	1.9889401	RI
59.54166667	1.9748434	RI
43.625	2.0375533	RI
36.91666667	2.1012988	RI
43.75	2.0465125	RI
43.625	2.0259697	RI
47.25	1.9963134	RI
50.125	1.9509006	RI
40.91666667	1.9745741	RI
37.41666667	2.1481491	RI
36.20833333	2.1173406	RI
35.625	2.2133004	RI
35.70833333	2.1394256	RI
34.41666667	2.1310712	RI
37.33333333	2.1089024	RI
32.5	2.0259763	RI
33.58333333	2.1397985	RI
37.20833333	2.1234298	RI
33.91666667	2.1398731	RI
31.66666667	2.179776	RI
33.33333333	2.1925083	RI
35.75	2.23222	RI
38.375	2.1612681	RI
41	2.0406267	RI
36	2.0995826	RI
39.16666667	2.0738547	RI
44.58333333	1.9908105	RI
46.83333333	1.9640977	RI
54.20833333	1.91251	RI
36.625	2.0617037	RI
36.625	2.1031543	RI
47.66666667	2.0546075	RI
37.45833333	2.0675688	RI
36	2.1241422	RI
37.58333333	2.0446912	RI
38.79166667	2.0641795	RI
38.25	2.0202987	RI
45.5	1.9696641	RI
53.70833333	1.9017211	RI
45.20833333	2.066315	RI
46.04166667	1.9543311	RI
43.41666667	1.9620302	RI
41.625	2.0304945	RI
44.25	1.9430812	RI
50.16666667	1.8633639	RI
50.58333333	1.8636713	RI
52.79166667	1.9295974	RI
59.25	1.8766746	RI
53.04166667	1.8628466	RI
46.20833333	1.9114557	RI
54.375	1.8578873	RI
73.625	1.9406801	RI
73.25	2.0975461	RI
70.58333333	2.1160251	RI
60.125	1.861017	RI
57.95833333	1.8727438	RI
58.33333333	1.8807253	RI
59.5	1.8737544	RI
62.125	1.8525171	RI
57.41666667	1.8529156	RI
65.08333333	1.969738	RI
61	1.9021929	RI
59.375	1.9169137	RI
56.125	1.821142	RI
65	1.930627	RI
59.16666667	1.8985251	RI
66.70833333	1.9952472	RI
61.66666667	1.9496169	RI
69.125	2.0509077	RI
57.125	1.6959648	RI
69.25	2.1839384	RI
67.29166667	2.2072604	RI
63.58333333	2.1053936	RI
66.20833333	2.1921488	RI
52.25	1.8810655	RI
59.16666667	1.9104325	RI
58.125	1.9012377	RI
58.79166667	1.9240384	RI
65.79166667	2.0498446	RI
60.29166667	1.9480091	RI
62.375	1.9738945	RI
65.95833333	2.0527608	RI
73.16666667	2.2159323	RI
62.16666667	2.0025165	RI
73.83333333	2.538026	RI
76.91666667	2.6307243	RI
71.625	2.4152831	RI
71.16666667	2.4915916	RI
66.33333333	2.2280236	RI
70.54166667	2.2697958	RI
67.04166667	2.1733496	RI
68.75	2.2025888	RI
69.95833333	2.3142416	RI
78.54166667	2.7396958	RI
77.66666667	3.1731958	RI
79.29166667	3.2403856	RI
82.66666667	3.1455954	RI
80.83333333	3.3163876	RI
78.66666667	2.9520305	RI
72.83333333	2.5405003	RI
78.91666667	2.9003815	RI
74.29166667	2.671392	RI
71.375	2.4537883	RI
69.75	2.4311891	RI
78.20833333	3.1149225	RI
76.83333333	3.0422334	RI
76.54166667	2.7797875	RI
71.58333333	2.4890479	RI
71.75	2.5390649	RI
76.125	2.8588215	RI
77.04166667	3.0348627	RI
76.20833333	2.9564159	RI
76.95833333	2.9201857	RI
77.91666667	3.060386	RI
74.25	2.637486	RI
75.45833333	2.825886	RI
74.91666667	2.8282899	RI
82.83333333	3.3529573	RI
81.83333333	3.3243799	RI
82.29166667	3.3294157	RI
81.5	3.4281843	RI
80.625	3.4164158	RI
80.91666667	3.277296	RI
78.45833333	3.0313035	RI
71.08333333	2.4217522	RI
76.95833333	2.9003718	RI
77.375	2.9851965	RI
81.54166667	3.2144566	RI
78.83333333	3.1589602	RI
69.83333333	2.3536822	RI
69	2.3325694	RI
73.625	2.6031662	RI
70.45833333	2.3545523	RI
69.66666667	2.3548377	RI
78.04166667	2.9472579	RI
82.75	3.3960863	RI
84.45833333	3.5855767	RI
81	3.3889796	RI
69.91666667	2.521828	RI
79.75	2.9354315	RI
80.58333333	3.2332824	RI
75.375	3.0169571	RI
79.66666667	3.2078502	RI
69.29166667	2.4187781	RI
60.45833333	1.9462658	RI
70.75	2.3476902	RI
69.125	2.3871467	RI
67.66666667	2.2525192	RI
68.625	2.2653331	RI
72.83333333	2.513587	RI
72.5	2.5173328	RI
64.33333333	2.1869251	RI
62.625	2.0357056	RI
64	2.00985	RI
54.58333333	1.8882495	RI
59.33333333	1.9853073	RI
74.16666667	2.2987498	RI
65.33333333	2.0977069	RI
57.75	1.9482211	RI
60	1.943011	RI
61.08333333	1.9688742	RI
63.29166667	1.9975038	RI
64.66666667	2.0129483	RI
60.04166667	1.9026608	RI
58.54166667	1.8073308	RI
67.95833333	2.0512355	RI
73.16666667	2.2959555	RI
70.83333333	2.2901298	RI
59.16666667	1.9742593	RI
54.45833333	1.9699792	RI
52.5	1.8694889	RI
49.66666667	1.9111117	RI
42.125	1.9529484	RI
46.45833333	1.9256606	RI
39.58333333	1.986851	RI
48.95833333	1.9632166	RI
44.83333333	1.9607657	RI
41.66666667	1.9795603	RI
37.79166667	1.9873849	RI
50.125	1.928635	RI
43.625	1.958267	RI
44.875	1.9550778	RI
59.70833333	1.8987453	RI
63.33333333	1.9354514	RI
45.95833333	2.0085208	RI
54.33333333	1.9896174	RI
56.66666667	1.9193111	RI
48.41666667	1.9507997	RI
43.41666667	2.0021837	RI
39	1.9772548	RI
49.45833333	2.0423848	RI
33.79166667	2.1545674	RI
28.20833333	2.283981	RI
37.125	2.204913	RI
41.5	2.1052871	RI
37.5	2.1468212	RI
34.58333333	2.1891067	RI
18.70833333	2.1682584	RI
22.25	2.1812104	RI
41.41666667	2.0936882	RI
42.25	2.1137138	RI
38.20833333	2.1556473	RI
39.25	2.1500527	RI
34.5	2.158443	RI
52.25	1.9943137	RI
36.25	2.1210825	RI
28.875	2.2413824	RI
32.75	2.2244107	RI
32.95833333	2.1926845	RI
30.91666667	2.2769705	RI
28.33333333	2.3060522	RI
31.625	2.2665685	RI
28.33333333	2.3076112	RI
36.33333333	2.1770281	RI
38.70833333	2.183882	RI
29.33333333	2.292967	RI
28.70833333	2.2808849	RI
37.20833333	2.1751019	RI
52.58333333	2.0414565	RI
32.625	2.0862072	RI
33.45833333	1.9467238	RI
31.125	2.1425038	RI
34.375	2.1019961	RI
47.58333333	2.058046	RI
35.41666667	2.0464335	RI
5.708333333	8.2687605	MA
11.91666667	8.6042822	MA
22	8.0677607	MA
25.875	7.873868	MA
14.29166667	8.287036	MA
27.95833333	7.9692133	MA
35.58333333	7.3014991	MA
30.75	7.2810917	MA
42.33333333	6.8852736	MA
52.41666667	6.5312379	MA
16.54166667	7.9988418	MA
26.95833333	7.5452006	MA
32.29166667	7.3248981	MA
27.16666667	7.306107	MA
28.75	7.2972894	MA
36.66666667	6.9099176	MA
38.66666667	7.0111761	MA
36	6.8752915	MA
24.41666667	7.3525252	MA
25.66666667	7.3525057	MA
35.375	6.9349302	MA
25.875	7.4271854	MA
24.08333333	7.3771604	MA
37.04166667	6.9680883	MA
27.54166667	7.1865838	MA
36.91666667	6.7729314	MA
27.54166667	7.2609072	MA
30.91666667	7.3741251	MA
27.70833333	7.2169395	MA
27.5	7.260588	MA
40.41666667	6.6663544	MA
28.04166667	6.9365473	MA
37.95833333	6.7217899	MA
43.25	6.522439	MA
47.20833333	6.351927	MA
39.875	6.3140242	MA
55.91666667	6.0983946	MA
60.79166667	6.0622264	MA
40.25	6.2773028	MA
35.83333333	6.4775526	MA
43.79166667	6.3297326	MA
43.54166667	6.2625183	MA
48.08333333	6.157238	MA
46.29166667	6.0519692	MA
39.33333333	6.6133931	MA
36.79166667	6.6080699	MA
34.58333333	6.6910076	MA
35.95833333	6.8643482	MA
33.83333333	6.3255621	MA
33.41666667	6.5712042	MA
36.625	6.6121189	MA
32.08333333	6.7392487	MA
34.16666667	6.74105	MA
36.70833333	6.6274451	MA
33.5	6.6871034	MA
28.16666667	6.9547964	MA
31.58333333	6.7573274	MA
34.58333333	6.8516375	MA
35.875	6.7413561	MA
38.04166667	6.3827717	MA
34.70833333	6.5061849	MA
35.875	6.4203242	MA
42.33333333	6.2204135	MA
43.04166667	6.1403587	MA
52.33333333	6.0664117	MA
36.08333333	6.4551406	MA
38.33333333	6.4539458	MA
46	6.4176621	MA
36.54166667	6.4100384	MA
35.29166667	6.6099971	MA
36.95833333	6.3540201	MA
38	6.4734398	MA
37.83333333	6.3185058	MA
44.20833333	6.153755	MA
54.54166667	5.9564322	MA
42.16666667	6.5576151	MA
45.75	6.1289692	MA
44.29166667	6.068372	MA
41.33333333	6.3063255	MA
43.83333333	6.0260005	MA
50.58333333	5.8157456	MA
54.29166667	5.8512381	MA
50.25	6.0386767	MA
57.91666667	5.9374707	MA
50.5	5.819609	MA
44.5	5.8903033	MA
53.70833333	5.804859	MA
74.70833333	6.2907864	MA
73.45833333	6.874554	MA
71	7.0252161	MA
53.29166667	5.7324995	MA
51.45833333	5.7801608	MA
53.08333333	5.7937097	MA
55.08333333	5.8031916	MA
62	5.7505864	MA
57.70833333	5.8457714	MA
65.75	6.439259	MA
54.875	5.8009713	MA
60.45833333	6.0598072	MA
54.83333333	5.6303501	MA
66.29166667	6.1105331	MA
60	6.0276301	MA
66.375	6.2701707	MA
58.70833333	5.9949974	MA
72.83333333	6.4575216	MA
53	5.2777645	MA
69.20833333	6.6861197	MA
63	6.4073638	MA
67.5	6.6557982	MA
71.45833333	7.3979841	MA
51.83333333	5.8347419	MA
54.125	5.8351131	MA
56.79166667	5.8447102	MA
61.125	5.9927154	MA
67.16666667	6.299713	MA
60.66666667	6.0154103	MA
66.45833333	6.2248095	MA
68.16666667	6.633929	MA
72	6.7365177	MA
58.25	6.038212	MA
76.54166667	8.0195796	MA
77.25	7.7547606	MA
73.41666667	7.0581524	MA
71.25	7.0513702	MA
66.16666667	6.4522984	MA
66.54166667	6.606022	MA
68.41666667	6.3745755	MA
70.66666667	6.6410204	MA
70.875	7.1954452	MA
79.95833333	8.0574551	MA
74.08333333	8.8271115	MA
84.5	9.6827627	MA
83.125	8.7797918	MA
84.375	9.8222732	MA
79.58333333	8.8202135	MA
77.75	7.9455921	MA
82.70833333	8.7768679	MA
71.16666667	7.7422368	MA
70.125	7.0132619	MA
70.41666667	7.1625986	MA
70.75	8.2179954	MA
76.79166667	8.6157451	MA
76.5	7.63659	MA
71.08333333	6.9786675	MA
72.375	7.2316761	MA
78.91666667	8.6475839	MA
80.125	9.0795641	MA
79.29166667	9.039295	MA
77.33333333	8.6181706	MA
79.5	8.7544731	MA
75.58333333	7.8477766	MA
75	8.163951	MA
75.41666667	8.3078998	MA
84.5	9.6474124	MA
82.625	9.5479947	MA
85.75	9.654078	MA
85.41666667	10.1571856	MA
78.91666667	9.5713555	MA
80.375	9.1660902	MA
78.41666667	8.3976693	MA
69.79166667	7.2239222	MA
73.125	7.9541295	MA
78.33333333	8.3925166	MA
82.95833333	8.9475104	MA
75.125	8.2455984	MA
69.58333333	6.9559574	MA
68.25	6.7618977	MA
73.29166667	7.2996712	MA
72.16666667	6.7381554	MA
73.16666667	6.9431855	MA
81.41666667	8.6617174	MA
86.16666667	9.9400267	MA
89	10.6577862	MA
80.66666667	9.6037742	MA
69.54166667	7.0793327	MA
83.04166667	8.7596967	MA
80.91666667	9.4812915	MA
78.91666667	9.1894091	MA
81.08333333	9.4853888	MA
70	7.203285	MA
64.33333333	6.0981355	MA
68.29166667	6.7348287	MA
68.375	6.8993035	MA
67.95833333	6.7503991	MA
68.5	6.7503991	MA
74.70833333	7.63885	MA
72.45833333	7.5913193	MA
64.66666667	6.53838	MA
62.83333333	6.1587106	MA
65.83333333	6.1591363	MA
56.70833333	5.8116186	MA
62.375	6.1526062	MA
75.58333333	7.2208372	MA
65.54166667	6.3933085	MA
59.91666667	5.9876808	MA
60.79166667	6.0902643	MA
59.04166667	6.1094125	MA
59.08333333	6.0540646	MA
66.25	6.2954708	MA
59.20833333	5.8324829	MA
57.75	5.8178113	MA
69.41666667	6.5095964	MA
75.58333333	7.180762	MA
63.16666667	6.5204601	MA
58.5	5.9610067	MA
57	6.1952528	MA
54.5	5.8505752	MA
52.08333333	5.9695461	MA
43.70833333	6.0680233	MA
49.75	6.0352997	MA
43.83333333	6.2026166	MA
49.29166667	6.198114	MA
45.875	6.2026698	MA
43.625	6.217085	MA
40.625	6.2197961	MA
51.83333333	6.153557	MA
45.70833333	6.2068457	MA
47.16666667	6.2190053	MA
57.29166667	6.1144423	MA
63.70833333	6.2505527	MA
49.875	6.2463428	MA
52.04166667	6.2014871	MA
57.95833333	5.9765762	MA
50	6.0196602	MA
46.58333333	6.2071695	MA
41.79166667	6.2923807	MA
48.125	6.3656542	MA
33.95833333	6.6458862	MA
29.125	7.073195	MA
38.95833333	6.8654987	MA
38.58333333	6.748411	MA
38.20833333	6.8241364	MA
35.875	6.8337904	MA
18.20833333	6.8755291	MA
23.79166667	7.0000963	MA
44.79166667	6.6085852	MA
43.75	6.5909668	MA
40.16666667	6.7295345	MA
41.54166667	6.6841361	MA
38.375	6.6480878	MA
50.125	6.3578693	MA
35.79166667	6.7108412	MA
30.20833333	7.0185147	MA
35.91666667	6.9027	MA
35.41666667	6.8387181	MA
32.54166667	7.1117322	MA
30.83333333	7.1557746	MA
32.20833333	7.1199275	MA
28.66666667	7.3308082	MA
38.375	6.8393629	MA
39.29166667	6.8464448	MA
30.08333333	7.2179963	MA
32.375	7.1069185	MA
40.83333333	6.7602681	MA
54.125	6.4815435	MA
35.83333333	6.4194094	MA
34.41666667	6.0570262	MA
32.58333333	6.741678	MA
33.75	6.6755442	MA
44.54166667	6.5829457	MA
38.08333333	6.4694817	MA
