T	Y	obj
23.33333333	3.4959243	ME
28.54166667	3.4644592	ME
30.16666667	3.390607	ME
24.04166667	3.5448066	ME
20.33333333	3.6137726	ME
21.75	3.6240818	ME
18.95833333	3.6947984	ME
34.375	3.4471856	ME
34.08333333	3.3892062	ME
25.83333333	3.5212073	ME
26.04166667	3.5039831	ME
28.29166667	3.4009463	ME
45.625	3.2433508	ME
27.79166667	3.2494945	ME
26.91666667	3.0860087	ME
24.79166667	3.4265771	ME
26.54166667	3.456757	ME
34.29166667	3.3886516	ME
33.875	3.2778845	ME
-0.666666667	3.764407	NH
-1.25	4.0136877	NH
9.916666667	3.8613784	NH
15.95833333	3.8037408	NH
9.083333333	3.8142586	NH
22.70833333	3.6905969	NH
31.54166667	3.4716953	NH
26.875	3.4338357	NH
40.83333333	3.3012915	NH
49.41666667	3.1521505	NH
10.58333333	3.7727182	NH
22.20833333	3.5788616	NH
27.41666667	3.4957261	NH
19.125	3.4893471	NH
22.33333333	3.439804	NH
29.79166667	3.3241671	NH
29.875	3.366156	NH
29.08333333	3.3430095	NH
18.79166667	3.5953744	NH
19.83333333	3.4998161	NH
29.25	3.2768546	NH
25.125	3.4602364	NH
22.04166667	3.4734289	NH
29.79166667	3.3448837	NH
20.83333333	3.4099046	NH
31.5	3.2271142	NH
23.70833333	3.4428276	NH
19.875	3.5333683	NH
20.5	3.4307791	NH
15.125	3.495516	NH
34.29166667	3.2275004	NH
23.91666667	3.3596988	NH
32.16666667	3.2752211	NH
35.95833333	3.1851749	NH
37.41666667	3.1330427	NH
31.45833333	3.1856318	NH
47.75	3.0634111	NH
50.41666667	3.0126221	NH
33.91666667	3.1362923	NH
29.54166667	3.2068754	NH
38.5	3.0242069	NH
36.83333333	3.0253671	NH
44.16666667	2.9432178	NH
44.45833333	2.8980122	NH
38.375	3.1151332	NH
35.79166667	3.0824345	NH
31.70833333	3.1197811	NH
31.66666667	3.2449995	NH
31	3.0350928	NH
26.91666667	3.1412738	NH
30.91666667	3.1157815	NH
30.375	3.1889613	NH
32.375	3.1494353	NH
34.45833333	3.1566868	NH
29.625	3.1644875	NH
22	3.2826624	NH
28.16666667	3.193731	NH
30.79166667	3.2310581	NH
40.16666667	3.120614	NH
37.25	3.0104019	NH
32.08333333	3.0497788	NH
35	3.0548769	NH
43.16666667	2.9617066	NH
40.58333333	2.9670629	NH
45.33333333	2.8858818	NH
34.625	2.9891047	NH
35.58333333	3.0495847	NH
39.79166667	3.061685	NH
33.08333333	3.0473753	NH
31.125	3.0946307	NH
32.875	3.0098638	NH
34.375	3.023776	NH
37.29166667	2.9623354	NH
42.04166667	2.9184992	NH
48.91666667	2.824509	NH
35.125	3.1748309	NH
39.79166667	2.9999582	NH
41.41666667	2.966935	NH
39.625	2.9845624	NH
40.625	2.9100477	NH
48.45833333	2.7534759	NH
55.41666667	2.7353867	NH
51.95833333	2.8112373	NH
54.16666667	2.7680301	NH
49.41666667	2.727187	NH
43.29166667	2.8466285	NH
51.95833333	2.8049233	NH
68.625	2.9210308	NH
73.83333333	3.0658013	NH
71.79166667	3.0283417	NH
58.58333333	2.7520782	NH
58.16666667	2.8058784	NH
61.625	2.8331923	NH
58.58333333	2.822308	NH
59	2.729723	NH
61.08333333	2.8117508	NH
65.29166667	2.9921877	NH
55.04166667	2.7961571	NH
62.79166667	2.9013949	NH
58.875	2.733032	NH
64.25	2.8838329	NH
56.83333333	2.8763632	NH
67.04166667	2.9692155	NH
63.25	2.8982655	NH
71.29166667	3.0534079	NH
54.45833333	2.5470644	NH
70.08333333	3.1187719	NH
63.75	3.0471507	NH
68.66666667	3.197241	NH
73	3.4475858	NH
49.54166667	2.8577941	NH
53.25	2.8529401	NH
58.70833333	2.8508409	NH
60.79166667	2.9071336	NH
66.66666667	3.0013158	NH
60.58333333	2.9133202	NH
65.66666667	3.0646023	NH
67.125	3.1787738	NH
68.20833333	3.1507563	NH
61.83333333	2.9408419	NH
74.5	3.5950141	NH
72.875	3.5117726	NH
66.5	3.2488906	NH
68	3.2648135	NH
63.125	3.0643033	NH
66.70833333	3.069702	NH
63.04166667	3.027987	NH
65.29166667	3.1277936	NH
67.875	3.2948527	NH
75.29166667	3.7164053	NH
78.25	4.2687442	NH
82.16666667	4.503764	NH
79.375	4.0384332	NH
80.83333333	4.4731608	NH
77.08333333	4.0289232	NH
74.75	3.7706258	NH
74	4.0162145	NH
72.5	3.6373125	NH
67.66666667	3.3436592	NH
68.95833333	3.399838	NH
76.66666667	3.914222	NH
71.95833333	3.8282139	NH
71.04166667	3.457415	NH
66.75	3.2719378	NH
69.54166667	3.39268	NH
76.79166667	3.867576	NH
77.29166667	4.1154544	NH
76.75	4.0857239	NH
74.45833333	3.9409882	NH
72.75	3.912292	NH
70.125	3.5413452	NH
73.54166667	3.7679453	NH
70.45833333	3.6787175	NH
79.375	4.2238793	NH
75.66666667	4.1005452	NH
79.33333333	4.4039498	NH
78.58333333	4.4875083	NH
76.58333333	4.3006351	NH
77.5	4.205509	NH
73.04166667	3.7404976	NH
70.375	3.36081	NH
71.95833333	3.5953739	NH
76.29166667	3.8997703	NH
76.125	4.0007415	NH
70.83333333	3.6636277	NH
67.25	3.27674	NH
63.08333333	3.1793776	NH
68.70833333	3.3710176	NH
66.45833333	3.1922592	NH
66.5	3.2353657	NH
74.75	3.9369326	NH
80.66666667	4.4488153	NH
82.625	4.6615125	NH
75.04166667	4.1177194	NH
64.875	3.2081544	NH
79.5	3.9041746	NH
77.79166667	4.1858303	NH
74.95833333	4.0699149	NH
76.25	4.1561552	NH
65.83333333	3.2522445	NH
55.33333333	2.8710261	NH
64.625	3.0415425	NH
66.70833333	3.1431775	NH
67.70833333	3.1964667	NH
67.25	3.1720814	NH
71.91666667	3.5264996	NH
71.45833333	3.4710575	NH
63.83333333	3.1247869	NH
59.91666667	2.9499908	NH
61.33333333	2.9164022	NH
49.58333333	2.7897565	NH
50.875	2.9364696	NH
69.75	3.1649985	NH
63.125	2.9773626	NH
57.16666667	2.8366441	NH
51.66666667	2.9347878	NH
52	2.9656566	NH
55.20833333	2.8995176	NH
62.75	2.9756926	NH
54.08333333	2.8014556	NH
50.29166667	2.8439436	NH
64	3.0130654	NH
70.41666667	3.2005452	NH
55.66666667	2.9770822	NH
53.375	2.8205676	NH
42.79166667	2.9893933	NH
48.41666667	2.8717491	NH
42.375	2.9652279	NH
35.95833333	3.0212547	NH
41.75	2.9219685	NH
38.29166667	3.007645	NH
41.875	3.0404101	NH
40.54166667	3.0594089	NH
37.83333333	3.1383858	NH
35.875	3.0814304	NH
42.5	2.9632835	NH
38.33333333	2.9929514	NH
36.45833333	3.008656	NH
43.79166667	2.9637957	NH
48.83333333	2.9013925	NH
36.29166667	3.0573513	NH
44.66666667	2.9850745	NH
48.45833333	2.873475	NH
43.54166667	2.9254234	NH
35.875	3.0014367	NH
32.41666667	3.1107021	NH
36.20833333	3.1443334	NH
25.66666667	3.3345002	NH
22.45833333	3.440642	NH
28.625	3.2681453	NH
31.66666667	3.2220825	NH
30.79166667	3.2692338	NH
24.79166667	3.3805721	NH
11.125	3.3275127	NH
16.41666667	3.3478439	NH
35.79166667	3.1813734	NH
34.25	3.1880941	NH
34.25	3.2337891	NH
35.875	3.2596952	NH
30.75	3.1951644	NH
39.70833333	3.1125227	NH
28.41666667	3.3735181	NH
24.08333333	3.4918442	NH
28.625	3.4346579	NH
27.29166667	3.3868567	NH
23	3.4817427	NH
18.25	3.5667013	NH
22.5	3.5425457	NH
14.54166667	3.6623621	NH
32.58333333	3.3403199	NH
33.875	3.2965754	NH
22.66666667	3.5754867	NH
24.29166667	3.5268148	NH
28.33333333	3.332961	NH
48	3.1780035	NH
28.70833333	3.1247432	NH
25.54166667	2.9964745	NH
24.54166667	3.394858	NH
25.95833333	3.364164	NH
31.25	3.3063588	NH
31.75	3.0934007	NH
-5.208333333	1.8389245	VT
1.875	1.9346466	VT
18.95833333	1.8595062	VT
16.33333333	1.8919863	VT
1.333333333	1.892287	VT
23.79166667	1.8142506	VT
31.04166667	1.7314723	VT
25.375	1.6748532	VT
43.70833333	1.6361865	VT
51.45833333	1.5943418	VT
-0.625	1.8619175	VT
18.04166667	1.8138493	VT
20.20833333	1.7922381	VT
20.29166667	1.8175058	VT
26.16666667	1.7484859	VT
25.375	1.639855	VT
38.66666667	1.6245487	VT
24.41666667	1.6445872	VT
14.33333333	1.7317775	VT
18.29166667	1.7020948	VT
22.25	1.6024158	VT
15.91666667	1.7336985	VT
17.75	1.7086849	VT
33.95833333	1.6791643	VT
12.54166667	1.7324919	VT
22.20833333	1.6188863	VT
21.91666667	1.711295	VT
17.41666667	1.7633685	VT
16.75	1.7195849	VT
19.5	1.7419182	VT
30.5	1.540355	VT
20.375	1.5991549	VT
34.04166667	1.5867662	VT
43.45833333	1.5624508	VT
36.375	1.6273034	VT
37.83333333	1.5615874	VT
50.29166667	1.5687976	VT
55.08333333	1.473618	VT
28.04166667	1.6262668	VT
29.5	1.6263555	VT
40	1.4392995	VT
40.54166667	1.4090437	VT
49.91666667	1.3682065	VT
37.41666667	1.4119688	VT
32.125	1.5583022	VT
33.29166667	1.5345934	VT
32.41666667	1.4146783	VT
34.375	1.5520769	VT
29.83333333	1.5661387	VT
29.91666667	1.5257612	VT
34.375	1.4651755	VT
31.875	1.5765812	VT
31.83333333	1.5488407	VT
32.95833333	1.5427686	VT
26.04166667	1.5466903	VT
15.16666667	1.5028875	VT
19.875	1.4773921	VT
22.45833333	1.4898562	VT
31.04166667	1.447821	VT
32.45833333	1.4476394	VT
33.125	1.3675042	VT
37.375	1.4510014	VT
40.83333333	1.4510298	VT
44.45833333	1.4800095	VT
45.08333333	1.4489539	VT
35.625	1.3182887	VT
39.45833333	1.4498731	VT
41.70833333	1.48938	VT
27.29166667	1.3249348	VT
30.70833333	1.46232	VT
29.5	1.3262645	VT
33.33333333	1.39527	VT
37.79166667	1.3529045	VT
44.08333333	1.4066803	VT
47.16666667	1.3833848	VT
38.54166667	1.4957662	VT
39.16666667	1.4293461	VT
40.125	1.432143	VT
39.375	1.4240519	VT
37.5	1.4319821	VT
50.5	1.1895453	VT
61.66666667	1.1963677	VT
56	1.3624746	VT
53.08333333	1.3392655	VT
50.875	1.3359436	VT
43.16666667	1.3789878	VT
54.83333333	1.2618778	VT
72.41666667	1.238864	VT
66.25	1.3817033	VT
64.16666667	1.32765	VT
54.58333333	1.1491344	VT
59.29166667	1.1759902	VT
67.29166667	1.2018906	VT
68.20833333	1.2948001	VT
50.04166667	1.1415851	VT
64.91666667	1.2100329	VT
62.875	1.3615267	VT
59.41666667	1.1965854	VT
63.5	1.2385047	VT
55	1.1295685	VT
62.875	1.166571	VT
59.375	1.3149066	VT
65.25	1.2055604	VT
61.625	1.1668104	VT
70.41666667	1.2709544	VT
64.66666667	1.1484648	VT
69.875	1.2530029	VT
71.16666667	1.2742084	VT
75.45833333	1.3651031	VT
75.58333333	1.483582	VT
55.04166667	1.3836353	VT
56.5	1.3391682	VT
58.875	1.2892015	VT
63.41666667	1.3086725	VT
66.66666667	1.2559224	VT
60.45833333	1.2096643	VT
68.29166667	1.2726904	VT
71.29166667	1.3833635	VT
63.16666667	1.408557	VT
62.45833333	1.2393927	VT
76.91666667	1.5247009	VT
67.54166667	1.3173177	VT
68	1.2928535	VT
65.91666667	1.2781428	VT
65.04166667	1.2420359	VT
63.83333333	1.2636817	VT
64	1.2606415	VT
67.79166667	1.3780766	VT
68.5	1.4642001	VT
76	1.4584647	VT
87.875	1.8549454	VT
84.125	1.7978223	VT
81.875	1.58131	VT
85.29166667	1.7879254	VT
74.58333333	1.6007619	VT
78.08333333	1.4765875	VT
76.5	1.5490759	VT
70.25	1.396146	VT
70.20833333	1.3785047	VT
73.25	1.4122766	VT
79.91666667	1.602659	VT
80.25	1.730122	VT
70	1.3553457	VT
68.625	1.3032868	VT
75.875	1.4236367	VT
77.04166667	1.7258415	VT
82.83333333	1.7349565	VT
79.29166667	1.7755953	VT
74.58333333	1.6793989	VT
76.25	1.6059153	VT
72.83333333	1.4668421	VT
76.20833333	1.5542132	VT
76.91666667	1.6172449	VT
78.125	1.653014	VT
76.66666667	1.6595931	VT
83.95833333	1.712015	VT
78.20833333	1.7576865	VT
76.83333333	1.7077956	VT
78.54166667	1.6695521	VT
71.75	1.4673124	VT
75.95833333	1.5913952	VT
77.20833333	1.6268044	VT
75.41666667	1.6170594	VT
72.75	1.5292536	VT
70.41666667	1.5407799	VT
71.79166667	1.4337828	VT
71.95833333	1.4561667	VT
72.75	1.548304	VT
68.16666667	1.3602427	VT
71.625	1.4073351	VT
76.41666667	1.603502	VT
82.5	1.7850628	VT
80.58333333	1.788772	VT
66.45833333	1.5490159	VT
65.41666667	1.3419871	VT
81.29166667	1.5663628	VT
74.33333333	1.6014271	VT
78.33333333	1.6461346	VT
75.08333333	1.6845642	VT
64.45833333	1.3604187	VT
56.08333333	1.4019353	VT
65.08333333	1.4224385	VT
70.58333333	1.4833667	VT
69.875	1.4629041	VT
70.79166667	1.415181	VT
76.41666667	1.577157	VT
74.625	1.5977528	VT
59.375	1.3982422	VT
58.95833333	1.3916853	VT
65.08333333	1.4563957	VT
53	1.2989405	VT
53.95833333	1.449108	VT
68.83333333	1.4685129	VT
59.58333333	1.3014618	VT
60.125	1.3113261	VT
51.45833333	1.422926	VT
53.5	1.4632761	VT
54.04166667	1.3661652	VT
63.20833333	1.3880511	VT
48.54166667	1.2167908	VT
52.91666667	1.4110021	VT
70.66666667	1.3722539	VT
71.45833333	1.3810359	VT
65.79166667	1.4837104	VT
54.29166667	1.296438	VT
49.375	1.4246458	VT
47	1.2924441	VT
45.95833333	1.3974481	VT
38.25	1.353184	VT
48.58333333	1.259154	VT
40	1.4178739	VT
43.08333333	1.4224226	VT
38.08333333	1.4744813	VT
36.375	1.4889151	VT
35.45833333	1.3316262	VT
46.16666667	1.3949521	VT
38.5	1.4228758	VT
40.33333333	1.4423087	VT
48.41666667	1.4350254	VT
45.20833333	1.4074066	VT
40.70833333	1.4893799	VT
48.75	1.4537223	VT
51.45833333	1.3696398	VT
45	1.4244996	VT
37.04166667	1.4828332	VT
35.45833333	1.4674217	VT
33.95833333	1.5334662	VT
20.08333333	1.6787292	VT
20.70833333	1.714963	VT
28.41666667	1.636383	VT
34.66666667	1.5244539	VT
26.75	1.5914556	VT
23.29166667	1.6969817	VT
10.29166667	1.6879425	VT
15.125	1.6433838	VT
37.91666667	1.5468766	VT
33.54166667	1.4985666	VT
34.16666667	1.5139358	VT
35.08333333	1.5352005	VT
33.58333333	1.6029495	VT
39.25	1.5390428	VT
25.125	1.6947822	VT
25.25	1.7367151	VT
29.625	1.7392597	VT
22.58333333	1.6823709	VT
21.54166667	1.672676	VT
19.375	1.7319418	VT
16.95833333	1.7497428	VT
17.125	1.7604027	VT
36.91666667	1.646091	VT
33.75	1.6364744	VT
21.29166667	1.7872448	VT
23.16666667	1.7072338	VT
35.33333333	1.5387422	VT
45.91666667	1.5595992	VT
23.58333333	1.6169647	VT
14.95833333	1.5114922	VT
18.625	1.6802238	VT
18.625	1.6707153	VT
38.29166667	1.6235554	VT
35	1.5384665	VT
3.583333333	10.0494995	CT
9.875	10.3640216	CT
14.58333333	10.0476353	CT
20.375	9.8964038	CT
10.79166667	10.3652669	CT
23.45833333	9.921934	CT
31.70833333	9.027706	CT
27.08333333	8.9843124	CT
37.75	8.5319182	CT
52.16666667	7.9893533	CT
16.375	9.8812603	CT
25.58333333	9.3845893	CT
29.33333333	8.9696483	CT
18.75	9.2650068	CT
26.25	9.0483332	CT
35.70833333	8.2779312	CT
35.58333333	8.1491781	CT
32.20833333	8.275012	CT
22.83333333	8.9377073	CT
24.45833333	8.7531966	CT
35.33333333	8.1057875	CT
28.20833333	8.7008723	CT
24.5	8.8939547	CT
34.41666667	8.4309135	CT
23.58333333	8.7955074	CT
30.5	8.2232797	CT
24.29166667	8.9072294	CT
24.08333333	9.1084216	CT
24.33333333	8.6847811	CT
22.04166667	8.8737056	CT
35.91666667	7.979532	CT
27.25	8.4976761	CT
37.125	8.1437336	CT
43.375	7.798887	CT
45.16666667	7.5900544	CT
34.70833333	7.9774754	CT
53.83333333	7.4052662	CT
59.83333333	7.1923667	CT
39.5	7.6400607	CT
33.04166667	8.1101662	CT
42.33333333	7.6109169	CT
43.45833333	7.5361973	CT
46	7.3835392	CT
48.91666667	7.2602471	CT
38.66666667	7.9521913	CT
36.08333333	8.1709954	CT
36.375	7.7488259	CT
32.625	8.1860272	CT
34.79166667	7.6361781	CT
32.04166667	7.9155852	CT
34.41666667	7.925564	CT
32.83333333	8.1794029	CT
33.25	8.0711659	CT
35.91666667	7.8667722	CT
32.04166667	7.9437377	CT
31.25	7.8984507	CT
31.16666667	8.2062412	CT
34.70833333	8.3402794	CT
42	7.8020073	CT
40.20833333	7.5097914	CT
35.91666667	7.6822829	CT
36.75	7.7682539	CT
46.58333333	7.4492778	CT
46.95833333	7.377436	CT
49.875	6.9646072	CT
34.70833333	7.753574	CT
35.70833333	8.0519755	CT
41.70833333	7.7237026	CT
35	7.6267002	CT
32.08333333	7.9524616	CT
36.08333333	7.5486109	CT
36.25	7.6876225	CT
39.125	7.3735453	CT
45.375	7.2239006	CT
57.25	6.8985275	CT
37.5	7.786766	CT
42.20833333	7.3688609	CT
41.41666667	7.3728655	CT
39.08333333	7.6014568	CT
41.41666667	7.233699	CT
50.25	6.7625706	CT
53.70833333	6.743717	CT
53.58333333	7.0666846	CT
58.20833333	6.7489349	CT
50.5	6.8976355	CT
45.45833333	7.0481849	CT
58.41666667	6.8644952	CT
74.54166667	7.1406429	CT
76.33333333	8.0585625	CT
74.5	8.0950213	CT
62.20833333	6.7921324	CT
62.45833333	6.8804298	CT
63.91666667	6.9629568	CT
61	6.9035402	CT
61.66666667	6.7260027	CT
60.33333333	6.8432483	CT
65.79166667	7.2757505	CT
60.04166667	6.8100259	CT
64	6.9462343	CT
62.25	6.646029	CT
65.70833333	7.0809253	CT
57.625	6.9686112	CT
68.79166667	7.285029	CT
69	7.3838203	CT
71.54166667	7.7931181	CT
57.54166667	6.1724572	CT
73.875	8.3374767	CT
71.625	8.2967766	CT
66.75	7.6844281	CT
71.29166667	8.2139831	CT
53.125	6.8944701	CT
58.41666667	6.9709967	CT
60.25	6.9395658	CT
61.79166667	6.9982345	CT
68.41666667	7.5989163	CT
63.875	7.1253565	CT
64.66666667	7.1478524	CT
65.58333333	7.5123451	CT
71.375	8.0329453	CT
63.375	7.2931147	CT
77.58333333	9.9455139	CT
76.66666667	10.0383565	CT
69.75	8.6270333	CT
72.58333333	9.1704997	CT
68.375	8.1544011	CT
69.83333333	8.0508521	CT
65.83333333	7.6294868	CT
68	7.7959487	CT
72.75	8.7794101	CT
78.16666667	9.8444066	CT
83.875	12.0349221	CT
81.16666667	11.6210662	CT
83.375	10.8592427	CT
82.125	11.5685785	CT
78.33333333	10.3771557	CT
75.70833333	9.266202	CT
79.75	10.3926989	CT
76.20833333	10.1016729	CT
71.875	9.0156837	CT
73.41666667	9.1864427	CT
80.125	11.2551263	CT
76.20833333	10.706876	CT
73.45833333	9.3661572	CT
69.54166667	8.5437519	CT
71.375	8.824155	CT
76.79166667	10.2061355	CT
79	10.788219	CT
75.70833333	10.1161866	CT
76.29166667	10.1529055	CT
77.125	10.4663842	CT
71.54166667	8.8257515	CT
73.5	9.3888893	CT
74.625	9.8671836	CT
79.625	11.1875392	CT
78.25	11.0047803	CT
80.5	11.4899519	CT
80.58333333	11.7109789	CT
78.04166667	11.4299977	CT
78.29166667	11.158883	CT
75.41666667	10.3062143	CT
71.41666667	9.0389375	CT
75.33333333	9.8698277	CT
77.375	10.3362959	CT
79.83333333	10.9192227	CT
77.33333333	10.8696706	CT
70.16666667	8.3805546	CT
67.70833333	8.4634636	CT
72.20833333	9.4471981	CT
69.54166667	8.3417167	CT
70	8.275073	CT
77.91666667	10.4966757	CT
83.25	12.065355	CT
84.75	12.5875081	CT
79.75	11.78045	CT
68.91666667	8.9853811	CT
81.20833333	10.5204856	CT
80.83333333	11.5947325	CT
77.58333333	11.1536415	CT
77.625	11.5243936	CT
68.5	8.7520988	CT
55.875	7.0041859	CT
65.66666667	7.6147834	CT
69.58333333	8.3909121	CT
68.95833333	8.3283673	CT
69.95833333	8.2690604	CT
73.20833333	9.0149123	CT
72.54166667	9.2444439	CT
69.5	8.5152909	CT
65.04166667	7.6797833	CT
65.375	7.5664233	CT
53.125	6.8849931	CT
53.625	7.3294164	CT
69.91666667	8.2859177	CT
64.08333333	7.4826228	CT
56.58333333	7.0224247	CT
60.375	7.2280775	CT
57.58333333	7.3726118	CT
63.125	7.4982336	CT
66.45833333	7.5626237	CT
58.45833333	7.0398928	CT
59.625	7.3241052	CT
67.41666667	7.7597397	CT
73.66666667	8.4763287	CT
71.33333333	8.5656883	CT
58.54166667	7.0390313	CT
51.41666667	7.3371143	CT
